0,EUCL+W,Regular,2,0,119,1067,1171,17606.0760123,282.029086137,72641.8209209,15270.1035344,0.11301996807
1,EUCL+W,Regular,2,0,119,1067,1163,17939.5960433,49.0884468787,94436.9350037,15758.656087,0.113245380787
2,EUCL+W,Regular,2,0,119,1067,1163,18785.2232849,257.878455441,104095.981557,17536.9536711,0.122428674932
3,EUCL+W,Regular,2,0,119,1067,1164,17502.2936915,32.3341894792,65319.4924743,15091.5046947,0.112886793339
4,EUCL+W,Regular,2,0,119,1067,1161,18649.4673441,0.0,70113.7767559,16200.5318537,0.120871783373
5,EUCL+W,Regular,2,0,119,1067,1168,17192.3552769,140.43649776,97504.4350111,17718.3907805,0.111597842904
6,EUCL+W,Regular,2,0,118,1068,1171,20012.722131,181.850697926,88649.9191297,18308.8049564,0.128699099259
7,EUCL+W,Regular,2,0,118,1068,1165,20286.5514497,676.713419453,87524.8576718,18125.9406439,0.11860468789
8,EUCL+W,Regular,2,0,118,1068,1161,16399.7652194,126.143579067,74459.6177775,13401.4285301,0.101214869136
9,EUCL+W,Regular,2,0,118,1068,1168,20929.1046598,298.840279958,77360.0546788,16599.271934,0.134419421814
10,EUCL+W,Regular,3,0,119,1067,1180,16247.4080798,271.090335943,59713.9487625,13909.9905884,0.103710238881
11,EUCL+W,Regular,3,0,119,1067,1186,17657.4727756,672.179443135,68029.3532338,13884.4292904,0.120481920903
12,EUCL+W,Regular,3,0,119,1067,1178,19650.2136135,329.630456605,88259.7541291,16349.9021542,0.12401471664
13,EUCL+W,Regular,3,0,119,1067,1179,20248.7642451,379.369176975,96352.7267584,17496.1464246,0.126420774379
14,EUCL+W,Regular,3,0,119,1067,1184,17770.4480836,231.955767659,93202.2665474,16859.2266006,0.112026422559
15,EUCL+W,Regular,3,0,119,1067,1184,16215.5823978,134.232516494,68240.8403477,15147.0145452,0.104258775307
16,EUCL+W,Regular,3,0,118,1068,1182,16816.3398442,54.427837743,74613.9297699,14575.5310181,0.113485320576
17,EUCL+W,Regular,3,0,118,1068,1183,18811.4113495,54.4201373854,89500.7406747,16680.409987,0.118985452279
18,EUCL+W,Regular,3,0,118,1068,1183,19261.1851209,5.4479877291,74140.0449518,16516.0554615,0.11530889059
19,EUCL+W,Regular,3,0,118,1068,1184,17084.5655086,187.542389356,103838.131303,16686.8314992,0.10571229035
20,EUCL+W,Regular,5,0,119,1067,1186,17492.7502627,269.692292483,73920.5520025,14214.7068765,0.112786272165
21,EUCL+W,Regular,5,0,119,1067,1186,16586.1389999,323.138327914,69095.9928959,13248.6694072,0.112472721789
22,EUCL+W,Regular,5,0,119,1067,1186,16428.7993721,12.4193262873,82384.0991621,14601.5869546,0.106982176015
23,EUCL+W,Regular,5,0,119,1067,1186,14779.5925419,168.970644847,86626.9827382,13278.6023009,0.0976209504614
24,EUCL+W,Regular,5,0,119,1067,1186,18279.1327351,52.36703706,69878.8527307,16165.4350531,0.115678224116
25,EUCL+W,Regular,5,0,119,1067,1186,16620.2039304,374.093269427,93746.5912143,13757.991199,0.101180473805
26,EUCL+W,Regular,5,0,118,1068,1186,18980.5463327,475.264812043,78523.3426559,15065.4005363,0.116911380091
27,EUCL+W,Regular,5,0,118,1068,1185,17826.4839537,6.33940028946,106806.055958,16564.0750459,0.117824227053
